,Opponent,Location,Date
0,Elk River Zimmerman,Away,Mon Apr 13
1,Centennial,Away,Mon Apr 20
2,Maple Grove,Home,Fri Apr 24
3,Champlin Park,Home,Wed Apr 29
4,Coon Rapids,Away,Wed May  6
5,Osseo Park Center,Away,Wed May 13
6,Andover,Home,Wed May 20
7,Spring Lake Park,Home,Wed Apr 15
8,Totino-Grace,Home,Wed Apr 22
9,Blaine,Away,Mon Apr 27
10,Rogers,Away,Mon May  4
11,Bloomington Kennedy,Home,Mon May 11
12,Anoka,Home,Mon May 18
